,asin_id,review_id,review_title,review_description,user_rating
279,B001FA22DC,R3A9B2AIJ3F70F,great gift for kids,"  simple enough for kids to learn, but challenging enough for adults to enjoy. board and jewels are high quality. I do wish there was a leather strap, hinge or something to hold the board closed which is why I gave it 4 instead of 5. gave it as a gift and it was well received",4.0
280,B001FA22DC,R80BE3LOL76QK,Poorly made.,"  I received a board that was either poorly made &/or made out of the wrong type of wood.  The first thing I noticed was droplet marks in the finish.  Then I noticed that there were several very rough spots in about a third of the pits where you have to get the stones out of.  It looks like those spots were never even sanded or polished or whatever they do to make the pits.  I tried smoothing them myself, but the spots act like they're a different kind of wood altogether, even turning very dark.  To top it all off one of the glass stones has a third of it broken off!  I was going to give this as a gift, but can't now.  Save your money or buy a different brand.",1.0
281,B001FA22DC,R1Q0SAB02RI7Q6,Always fun! Good time game!,  This is a great game and easy to play. It is very sturdy and the glass stones are pretty. We love playing it cuz you can play a couple of short games and easily put it away. Fun for most ages.,5.0
282,B001FA22DC,R159T520NGQO2,The quality of stones aligns with cost,  I like this Mancala set-- it came with all the pieces and has a wooden base. What I wish was different (and I would even pay an extra $3-$5 for this) is the quality of the stones. They look like cheap plastic/glass combination. But not a deal breaker-- that's just the look you get for a game under $10. Now the game works perfectly and my sister loves to play it.,4.0
283,B001FA22DC,R36JBNCM5NHGG6,Forgot how fun Mancala is!,"  Classic game with everything you need. Surprised at how well built the wooden board is. Nicely lacquered and smooth. During delivery the outside box was destroyed by the shipper and even slightly crushed the Mancala box. Since it was a gift I was worried but when I checked the game, not a scratch or dent because of the the quality. Great purchase and very reasonable in price.",5.0
284,B001FA22DC,R1R67I19OB7R48,"Fun, quick game","  I was so confused at 1st, I had to slowly read & playout the rules several times before it clicked...but once we got it, it was so fun! My 8 & 9 year old like this game a lot. I enjoy playing it & really like that you can play it in 5-10 minutes for those times that we don't have an hour or 2 (or patience) for a family board game.",5.0
285,B001FA22DC,R1NVXB8NIGD8WQ,Awesome 2-player game!,  I played this game all the time as a child and wanted to play again during quarantine. The folding mechanism works great and is also awesome for storage. This is a good quality game and the price is right!,5.0
286,B001FA22DC,R33IGTJMPR897G,"Great for travel!! Sturdy wood, nice marbles - fyi: no pouch, though","  Purchased with the intent of teaching our 9 year old how to play on vacation, since we loved the game as kids ourselves. It was a hit and she picked it up quickly! Very sturdy wood & marbles are not cheap/ cheesy. No pouch, though. That's my only qualm. Great product though!",5.0
287,B001FA22DC,R2G1VBJNT3IXC0,Not the best quality,"  This is definitely on the cheap side. I bought two, one for a gift and the other to keep. When I opened the one we were keeping I noticed that the glass beads were poor. Some were chipped and there was no extras. I didn't want to gift the other with such poor quality so I literally pieced out the best base board and the beads to make one semi decent one.",2.0
288,B001FA22DC,R1ZYLNZ4RDF5FC,No close latch on side.,  I was bummed when I opened this and it didn't have the metal latch I remember as a kid....Therefore it cannot be stored with the gems inside. I had to put them in a plastic bag. Rest of game is durable.,4.0
289,B001FA22DC,R8EL9PDPQKY9L,Board won’t lie flat.,  The board will not lay flat no matter how much I try to force it. Total bummer. The beads are fine though contrary to other posts I’ve seen.,3.0
290,B001FA22DC,R1FDVR2ILMQ31D,Fun Game That Is Easy To Travel With,"  I had never heard of Mancala before, but my daughter had been introduced to it at her summer camp and wanted it at home. I bought this one so that we could take it with us on vacations and over to Grandpa's house. It has worked out great! First, the game is quite fun and there are numerous variations on how to play ranging from short games to marathon-long games. The included instructions provide a couple of game types, but just do a search on Google and you will find many more.Besides being fun, the game has some educational qualities to it. Mostly it helps with counting skills as you decide which pocket to pull the stones from. It also helps with some basic strategy and, depending on the variation of the game played, some basic negotiation skills.The game board is all wood and very sturdy. The stones are, well, stone and not easily broken. The stones and pockets seems to fit a young child's hand much better than an adult's (I have a difficult time getting the stones out when there are more than five or six in a pocket).",5.0
291,B001FA22DC,RZZNHXE8KZLC5,A bridge to quality time,"  When my daughter asked for this game I was so excited, as it is also a favorite of mine. In todays world where work and school and technology often take over actual quality time with my kids, this brought us back to the table for hours of fun. Weve only had it for just 24 hours and played at least 30 times.This set in particular is well constructed and sturdy. The gems are beautiful. I would buy it again and recommend it to many!",5.0
292,B001FA22DC,R3VBMOHZRZN6RG,Don't waste your money.,"  Opened up the item super excited about it. I ordered it for my boyfriend because his neices and nephew lost all of his marbles from his childhood one. I opened it to figure out that the board won't lay flat on a surface. The surface is completely unfinished. It will absolutely splinter you and the marbles are not the swirly ones, as shown. This item is useless.",1.0
293,B0884D362F,R2KBWTLYNA3WYY,This is the one you have been waiting for.,"  It is great right out of the box. All the characters are metal and bigger than a normal monopoly piece. The cards look great. There is a surprise picture inside the box. Well worth the $39.99 price. All I can say is, this is the way.",5.0
294,B0884D362F,R13K73DK63PKND,best collection,  best collection,5.0
295,B0884D362F,RNN6LEIQB6BBN,Very cool Mandalorian game!,  Game pieces look really awesome!,4.0
296,B07TS96J7Q,RHK1I5CAHT47L,"BRUISED*, ANNOYED, ADDICTED","  We have had this game for roughly three days now and have played Throw Throw Burrito every night since receiving it in the mail. My family has multiple closets full of games and this is our favorite, hands down, better than Pictionary, Monopoly, Trivial Pursuit, Operation, Jenga, Boggle, Scrabble, ConnectFour, Checkers, Chinese Checkers, Othello, Romeo and Juliet, the Tempest, Hamlet, and The Two Gentlemen of Verona combined. Let me be clear: This...game...kicks...BURRITO. First of all, it's simple. You keep five cards in hand at all times and draw from a pile and discard into another as fast as you can, in order to make matching sets. Everyone draws and discards at the same time and usually the game is a giant mess. Second, you throw burritos at each other. You heard me. Occasionally someone draws a set of burrito cards, and then you have to throw burritos at your family members. Sometimes there are tears. Sometimes your daughter gouges one of the burritos with her overlong fingernails, triggering your obsessiveness to keep things looking brand new. Sometimes she gets so angry that she pummels you repeatedly with one of the burritos until her father tells her to stop beating up her mother. Sometimes the dog jumps up and down thinking you are screaming in pain when your are only laughing hysterically as your husband bashes you with a foam burrito. Let me be clear. This is a card game. This is dodge ball. It is the best thing that has happened to our family since the birth of our child.*not really bruised",5.0
297,B07TS96J7Q,R3NNBCD1ZJEHY3,Husband Said We Are Not Allowed to Play This Anymore,"  We're hosting an extended family game night next week and I wanted something new & different to play that everyone would enjoy. Our family loves rummy, PIT! and other card games so I figured I'd give 'Throw Throw Burrito' a try, even though we've never played or purchased 'Exploding Kittens' or any other of their games. And also even though someone in my family tends to injure themselves every single time we all get together.Yesterday when this arrived, my husband and I sat down to learn how to play so that we can teach everyone else on game night. It is easy to learn and appropriate for all ages. It was great fun playing this, even with just two people, and it'd be a lot more fun with a bigger group.So I matched the 'Burrito War' cards which means everyone grabs for a burrito and throw it at another player. I whipped a burrito at my husband's chest except it accidentally hit him in the face because 1) I have terrible (or great?) aim and 2) we were sitting at very close range to each other.Consequently, he informed me that 'we' are not allowed to play this game anymore. When he said 'we' I knew he meant me. I am not allowed to play because I cannot be trusted to not hit him in the face with a squishy burrito. He hid the box but I know where and I am totally breaking this out on family game night!",5.0
298,B07TS96J7Q,R1ZAJV5322NX3G,"Others say ""immature as heck,"" we say ""completely hilarious!""","  We tried this game for the first time at a work party, with eight adults spanning four decades in age. Needless to say the ensuing play was hilariously funny and after playing six rounds of the game we were coming up with crazy ideas as to how we could turn it into an all day office game or even take it outside and play across larger distances.Other reviews have called the game ""immature as heck"", but our group found it to be completely hilarious and appropriate for all ages.Note that we played with eight people at the table despite the game only being made for 2-6. I would recommend playing with no fewer than 4 as the rules get modified to accommodate fewer players and it would be significantly less fun. On the flip side, although the game say up to six players, we made it work for eight by reducing each player's personal draw deck that is dealt at the beginning from 15 cards down to 10. It works, but one or two ""slow"" players can lead to all of the cards ending up at one end of the table and the other end waiting for cards to be passed. I wish they had an expansion pack to add more cards and more burritos for an all out ""burrito war"".",5.0
299,B07TS96J7Q,R2NONK10XA12EY,"If you're an adult, don't buy it.","  Waste of money. Thought this might be clean fun; instead it was immature as heck. I'm an immature 20-something, but man was this way below my maturity level, and I do some stupid stuff. Couldn't handle it. The teenager liked it. Figures.",1.0
300,B07TS96J7Q,R2PR6ZY7IA5WWD,Awesome game but burritos don’t last long - should be priced about $10 less for a good purchase,  Super fun and easy to learn game. My six year old can play and the duels are really hilarious especially when people miss and you have to keep going until someone gets hit! However the burritos are squishies. And that means they are going to crack if you’ve got young ones who want to squish them. Within 24 hours the burritos were cracking! Now one has a top completely torn off.  I have to say it should be worth less than the current $25 given quality issues. I suggest nabbing this on sale.,3.0
301,B07TS96J7Q,R3DIHT4YQ2GM5U,Best game!,  My wife and i love this game! Easy to start and play.  Make sure you play in an area where you can’t break anything haha.,5.0
302,B07TS96J7Q,R24PDFXSVSO74Q,"Really wild, fun family game",  We watched the video directions on the website which made learning this quick and easy. It's wild and rowdy and you're going to need to clear the decks and wear those safety goggles.,5.0
303,B07TS96J7Q,R1A25HZSDLFF3,fun game,  lots of fun,5.0
304,B07TS96J7Q,R2AMIA7F6MHD99,"Love It, But Do Not Underestimate the Size of the Extreme Outdoors Edition 😅😅","  Got the game today (sorry for taking the pics in the bathroom, only place in the house with good lighting).Immediately upon receiving this game I was excited. I opened the box and blew up the inflatable Burrito and boy did not expect the ginormous size 😅. I know they said ginormous in the description but I was expecting like 1 foot. I was wrong. This thing is 3 feet tall and it is a feat in itself just trying to blow it up (took me stleast 10 minutes)! But let me tell you, when you do get it blownup, you cannot wait to throw it at someone! Just the thought of chucking this ginormous burrito at someone was enough to make me so excited for my next game night! I was worried about being able to throw it, because of it's size and that it is full of air, but it has just enough weight to it that you can definitely throw it at another person and have it actually travel.This version of the game comes with 2 Burritos (pictures for scale (I am 5'7"" with 2"" boots on in the pictures)), 2 decks of oversized cards (pictures for scale), and what feel like rubber game pieces (flimsy, bit very solid). The Burritos have two air holes (one at the top to fill the burrito toppings section and one at the bottom to fill the whole burrito). The Box that the game comes in has great storage inside and even has a handle on it for easier travel.I love this game already. I havent played it yet but wow I cannot wait to try it out with my friends next game night!",5.0
305,B07TS96J7Q,RJTPR3M1ENRS4,Bruises are coming but they’re worth it!,"  So... I can’t even begin to describe this game 😂. I’m 32, my husband 38, and our children are 14 and 11. We ALL love this! We had to stock up on games for the quarantine and this has been our favorite. Make sure to take your glasses off before playing if you wear them 😂 You’ll have bruises. You’ll break things. You’ll yell. It will be the most fun you’ve had in a long time. If you drink and aren’t playing with children, I imagine it would be even more fun! This isn’t hard to play and there aren’t many rules and I love how it doesn’t really matter if you cheat because no one cares as long as you get to throw a burrito. If you have dogs, watch your burritos because they look like fun dog toys and will disappear with a quickness. Just buy this, you’ll have the most innocent fun you’ve had in years!",5.0
306,B07TS96J7Q,R16ZS64UQBLBG7,Fun family game,"  We bought this for the COVID quarantine of 2020 and this is so much fun! This kids really loved this game. It is a fun family game and the kids keep asking to play days after getting it. Was easy to learn and play. My 5 year old was a bit too young so we just team up and he is my burrito wing man. I'm hoping the burritos last and the dog doesn't get one during the action of the battles. They seem not so durable as they are made of foam, as to not hurt anyone with the flinging, but super cute.",5.0
307,B07TS96J7Q,R3EQ6LPSPUGVZY,Damaged box,  Damaged box- beware,1.0
308,B07TS96J7Q,R3QE64KAOXM8EX,Expect your kids to find joy in throw throwing the stupid burrito in your face,"  I may or may not have cussed a few times playing this game with my kids. My older son had perfect aim at my face and has won every single time we have palyed. If your family has a secret revenge they are trying to find an outlet for, dont buy. This game could possibly break your family apartWe had a lot of fun, apparently I play too slow, and my kids enjoy throwing things at me when given the opportunity. Now I only play when I'm ready to be smashed in the face with a burrito. Good thing the burrito is super soft, so at least it doesn't hurt (only my feeling and ego).",5.0
309,B07TS96J7Q,R1ESSG17BQW80X,"Easy to learn, really chaotic","  The game is basically spoons with a twist, so it is easy to learn for all ages. Great for kids, but not so fun for slower grown ups, hahaha. The game pieces are high quality.That said, it is frustrating to play in a small space, and dangerous around nice things. So, we basically have to take an inside card game outside in the wind and elements, OR play an outside dodge ball game inside the house and risk injury or damage to our stuff. So, it is more of a novelty than a game we will be playing often.",3.0
310,B07TS96J7Q,RREBUBUIUUNJB,Not for a family of 6 with 4 competitive teenagers!,"  Okay... I love a roudy game.... but this is waaaayyyyy to much for my competitive bunch... it was downright dangerous..... not fun and became a nightmare trying to even participate in the actual game which was just so so... so maybe if your group is a little more lame than my bunch, I'd steer clear!",3.0
311,B07TS96J7Q,RTQ8INNHOI5DF,Surprisingly fun even for the parents,"  My 11-year-old daughter really wanted this game for her birthday. I had low expectations (card game + dodgeball??), but I got it for her, knowing full well I was going to end up having to play it many times because that's just how it is. OK. Turns out, though, it's actually pretty fun, even with only two players. And I'm not even a particular fan of games overall. Who knew throwing a squishy burrito at the person you love most in the world would be so cathartically hilarious?P.S. We enjoyed it so much we ended up sending one as a gift to another family as well.",5.0
312,B07TS96J7Q,R37JS07FHEN18K,Very fun game - can be too much violence depending on players,"  I only took away one star because this has ended with angry players on several occasions.  One occasion with crying.  I suggest making a house rule that head shots are off limits if you play with kids or anyone who doesn't like getting hit in the face with a foam burrito.  We haven't had a bloody nose yet, but I do think you could get a bloody nose if you were hit just right with enough velocity.",4.0
313,B07TS96J7Q,RQ6IEYKIRPBXY,Fun game!!!  Burritos didn’t survive the first game unharmed.,"  Fun game!  I bought it for Easter to give to our daughter, figuring we would ah e lots of town to play games during quarantine.  She had played at an American Heritage Girls meeting and LOVED it so I knew she would be excited.I was right, she was bouncing up and down like she just won the lottery!The game was intense.  A kid won.  Fun was had.  Burritos were both torn after ONE round.  Bummer.  One was a tiny tear (lost some burrito toppings)  the other was pretty bad so I tried super gluing it back together.  Now we have a hard sharp spot on one of them, that we hope doesn’t give us a scar above the eyebrow.  I mean for the late great Luke Perry it would work....me?  Not so much.Maybe we are just too competitive a family?  Stick to things which do not require throwing?",4.0
314,B07TS96J7Q,R38TUFJH3WBMMX,SO. MUCH. FUN!,"  We have been bored with the same games for family game night and I bought this for same day delivery. Received it and played last night, SO WORTH IT! This game is a blast! We played with 3 players and there were laughs all around. The instructions seem a little overwhelming when you try to read them so we watched the video, like it actually says to do lol. Even the video was kinda long, but the instructions are simple enough and you get the hang of it after 1 round. Great family or party game. In fact, I may buy another one for when we have guests we have more burritos to through for the burrito wars.",5.0
315,B07TS96J7Q,R38DX3TX50S9LA,Food Fight!,"  I love this game even more than my grandkids do!  It was hysterical watching my daughter-in-law chase my son around the house with both squishy burritos while engaged in a duel.  Thst right there was worth the price!  If you are looking for a fun game for all ages, this might just be the one you are looking for.  Two kits can be combined to play with a larger group.  Highly recommend and will be getting that second set!",5.0
316,B07TS96J7Q,R45DAZLTR5H4W,"Very fun game, I think I would consider purchasing the tabletop version over this outdoor one",  Purchased this and took it right to a family party. It was incredibly fun for those who wanted to be very active and have a laugh. For others it wasn't as well received as the pace can be overwhelming for new players. I will say the biggest let down was the durability of the burritos. One burrito only lasted 3 games before getting punctured by a tomato plant..... To be fair it was a very ominous looking tomato plant but it was rather shocking that it would become damaged so quickly. The game comes with a patch kit which was needed and I'm grateful for but as the instructions state you should wait to play with the burrito until the patch has cured which ended that game for the day.With that being said the game is a lot of fun. I wish the cards were a little more durable and maybe a little smaller even for the outdoor game. Would recommend to players of the original game.,3.0
317,B07TS96J7Q,R1JHTRAEOXJWEN,"Great family fun, with a caveat","  This is an easy to learn game that our 10 year old son LOVES.  It's a basic match three game, but with random dodge ball matches breaking out!  The only issue we struggle with is that with a three person game, and around an average sized dining room table, burrito wars resolve themselves without anyone even moving from their seats.  I bet this will be an even greater game for our son to enjoy with his friends in a larger group post COVID-19.",4.0
318,B07TS96J7Q,R3LJEH74SGXM67,This game changes you...,"  I love this game. It was first introduced to me at a get together we have once a year with the boys. We play games online together all year around, but once a year we get together in person to play physical games. One of the guys pulled this game out one night when we had a little too much to drink and it was the funniest game of the whole weekend. I bought it as soon as I got back home. I have not been disappointed. It's easy to transport, easy to explain, and easy to play. Makes for a great party game.I got hit directly in the eye(lid) with a burrito and it's so soft my only reaction was to laugh. I don't think it's possible to hurt someone with these burritos. I don't know what they're made of... they're softer than marshmallows yet they will last forever (unless your dog gets one maybe?).",5.0
319,B07TS96J7Q,R34G5J5Y3XT1GE,Cheap manufacturing,"  It’s been less than a day, and less than an hour of gameplay. We’ve lost a mouth, the eyes are falling /has fallen off. The cards are thin and so a couple of them have started to bend at the corners. I can’t see this lasting long. It’s a fun game though.",4.0
320,B07TS96J7Q,RIGN4CRP7KC2M,FUN,"  I have no idea how to play this game.  We played with a 3 year old and a 6 year old and managed to adjust the rules so that everyone was able to keep up, we went around the circle and dealt a new card to each person and announced matches (rather than everyone sorting through a pile and setting aside matches for themselves).  Anyway, lots of easy games to invent loosely based off the suggested rules.  As long as you keel the “Duel”, “War” and “Brawl” part everyone will be happy.  My 3 year old was very much excited to be allowed and actually encouraged to throw something at someone.  I actually think this helped us all get some aggression out in a fun way.",4.0
321,B07TS96J7Q,R3CPOOB4JNX7YN,Hilarious and fun game - must have for every home,"  Family of four here with kids being ages 11 and 8.This is my kids' favorite game.  They love the soft burritos that come with the game that we throw at each other when the right cards are played.The burrito duel has us laughing every time!The game is easy to learn, highly portable, and too fun for words.It is a fast moving game and my 8-year old can fall behind at times so we have an agreement to move a little slower for him sometimes, but for the most part he's good.Must buy!",5.0
322,B07TS96J7Q,R23B8ITKFSHC69,Burritos both Ripped in First Game,"  My Family (2 adults, 7 year old and 9 year old) played this game for the first time and both burritos are torn after 30 minutes of play. The game was pretty fun and all of us enjoyed it but it’s hard to justify the cost when the main part of the game is destroyed so quickly! I’ve contacted customer service. I will update if I get a reply.",2.0
323,B07TS96J7Q,R1UFTP3CHBZOF,FUN Loud Yelling Family FUN!,"  This game was so much fun! WE are only 3 at present 52,18 & 48. Social isolation ya'know?  We played and there was loud laughter, running for the hills [ in our house that was the foyer] using objects as shields IS ALLOWED! We dueled it out! So much fun even the poor cat was wide eyed and alert!  WE loved this game so much that we are sending it to our family! Our 18 year old guy said this would be violent loud physical fun w/his senior class of guys! Church group maybe running for the Hills too! SOoooo much fun!",5.0
324,B07TS96J7Q,R28JEDZHJHAH2U,BEST GAME EVER,"  We are in the midst of ""Shelter in Place 2020"".  We are a large family in a small home.  THIS GAME...OH MY GOODNESS....SO FUNNY!!!!!I cannot recommend this game enough as a family game.  Of course the kids made my husband and I do a burrito dual, but we got even in the burrito war.  We actually have two boxes of this game and combine them (we are a BIG family).  LOVE THIS GAME!!!!",5.0
325,B07TS96J7Q,R1JDOCWY2TS2P0,Great fun!,"  I haven't heard my daughter laugh so hard the whole time school has been canceled(except maybe when she's making videos of herself), and we haven't even played the game proper, yet. It's a dodge ball card game where you throw squishy burritos at each other. So far we've only been throwing one back and forth at each other and she's the definition of delighted. Highly recommend for quarantined families. Keep it away from your dog, though, he could probably rip it up.",5.0
326,B01MU9K3XU,R2KT29O8TZSY1H,The board was not printed properly.,  This product was defective. Its a knock off monopoly game. I do not recommend that anyone else buy this product. Please see photo,1.0
327,B01MU9K3XU,RZN6QXCV84TEC,but we would like another Monopoly game sent to us,"  Missing the Boardwalk and Park Place deedsMissing all Railroad deedsMissing all utility deedsMoney was missingNot sure how this happened, but we would like another Monopoly game sent to us.",1.0
328,B01MU9K3XU,RRGERPPSJ1WXB,Fun Game,"  The item arrived on time and was firmly packaged. All the pieces were included and nothing was bent, scratched or torn. It also comes with a black plastic tray to hold the money as well. The instructional booklet was easy to follow and the board is firm; however, it folds in four so it doesn't lay completely flat. Pennsylvania Railroad will stick up a bit and it's a hard crease on the B & O Railroad. I wouldn't advice being crafty by using super glue, because then it won't fold properly making the board even worse. It has to fold where the creases are, unless you plan on having it remain flat. This isn't the original version of Monopoly, I knew that based on the price, but the goal for me was to have family fun time. There were a few new tokens, T-Rex, the ducky, and the penguin which are fine when you're playing with children. For those adults who played the original monopoly and were used to being the horse, iron or shoe, theses tokens are NOT included.If you're looking for the tradition of the game, this is not for the version for you. (remember, the original board folded in two, this one does not) In addition, the Chance and Community Chest cards are also different in style, and the money is slightly smaller. But all in all, it is a fun game for the family. Although my family and I have played this game a few times, for many hours, and enjoyed it, I gave it four stars because of the fold and creases on the railroads and the inability to lay completely flat without assistance. But overall it serves its purpose.",4.0
329,B01MU9K3XU,RTYNGTUF0RUXU,Was hoping his was like the old monopoly used to be,  Was hoping his was like the old monopoly used to be.  It’s cheaply made.  Not like they used to make them. A little disappointed in that.,2.0
330,B01MU9K3XU,R1FB50YMEHLST8,NOT THE ORIGINAL GAME DESIGN.,"  Player pieces and dice made in China.Play money smaller and thinner than the original game from years past. Board does not fold in half, but in a quarter fold.Play pieces feel okay,  but not as weighty as the game pieces from years past.Even the Real Estate Cards are smaller and thinner than the original.I really thought I was buying an original board, pieces, dice, etc in design; but sadly it is not the case. The thinness of the paper and reduced size takes away from the true feel of Monopoly.",5.0
331,B01MU9K3XU,R2OVXX16NQLRQD,It's nice but the way the board folds is not the best,"  When unfolding the board some parts of it are slightly in the air because they don't have enough weight to lay flat and heavy on the table, which creates a situation that it constantly shakes up and down when throwing dice on it, which then moves the houses and cards and anything else on the board. the board definitely needs to be much heavier and fold length wise and not the way it is right now, the way you fold and pack everything is also strange, more thought needs to be put in that.I had an old monopoly in 1990, and that was much better built than this.",4.0
332,B01MU9K3XU,R1VC2XVQFVVCJF,A hit!,  Monopoly is my 8 year old daughter's new favorite game.  Her math skills which have always been exceptional have really improved in the money department.  She's getting to know what a mortgage is and how to loose gracefully.,5.0
333,B01MU9K3XU,R3DLNX6OXR88DQ,"It’s Monopoly, with a dinosaur!","  So, my kiddo wanted this as his “Santa gift” and his wish was granted.  It is Monopoly, not much has changed since I played on my mom’s board 25 years ago.  Boardwalk is still Boardwalk, chance is still the ruler of this game, and $200 (sorry M-with-lines-through-it-200) is still there when you pass go, but...  you get a dinosaur, penguin, cat, and rubber ducky along with the classic Scotty dog, battleship, race car and top hat.",5.0
334,B01MU9K3XU,RYAT4O3YB7POZ,No board in game,  This came without a board! I’m livid! Seriously messed up!!!!,1.0
335,B01MU9K3XU,R32Q8AFA3MD7PG,Bootleg game,"  The dollar sign was a different symbol than $. I don’t know what language the symbol was from but the words were all in English so ...We were also disappointed to see that ALL of the cards were cut wrong. The bottom of each card was lobbed off as if the cutting machine was askew. It gives an overall cheap feel to an otherwise classic game. We were so excited to play it on Christmas Day that we kept it, albeit reluctantly.",1.0
336,B01MU9K3XU,R1ZL6GBIROYX24,"Absolutely not worthy of ""Classic"" title","  Reasons why this is not ""Classic"": Board folds into quarters rather than half, board doesn't lay flat, dice are smaller, property cards are smaller like chance size cards, art and text on the cards is different, Mediterranean and Baltic Ave are brown instead of purple, money is referenced in ""M"" rather than ""$"", GO is written in black rather than red, Hasbro logo on board, Chance and Community Chest cards are different card stock/color/font. These are just the quickly noticed differences I found after opening box for first time. I'll update if more non classic details are found during gameplay.",2.0
337,B01MU9K3XU,R10D4X7DWTJQ0X,Another HASBRO hunk of GARBAGE,"  CHEAP CHEAP CHEAP  everything was made smaller, paper money really thin and cheap, new rules do NOT enhance the game, ORIGINAL MUCH Better.NOT WORTH $2 much less 16.BRING BACK THE ORIGINALWish I could get my money back as this is a complete wasteWhat was Hasbro thinking, except cheap, cheap, cheap",1.0
338,B01MU9K3XU,R37GQQSK9ZWA3X,Great product and price.... nothing is wrong with the board... the split is intentional!,  Ok... before buying this product I read and saw the reviews and what was concerning was the torn board most complained about. When I got my game today the first thing I did... once I saw that one half was in two ( like the reviews) I tried reenforcing it with tape only to realize that the “tear” was intentional as it can’t fold otherwise into the square shape it needs to in order to fit in the box. I wish someone had mentioned that so I would not have almost ruined my board trying to fix what didn’t need fixing in the first place. The price on this was amazing as it was half of what I was seeing it for online. No missing pieces and it was just as fun as I remember it being as a child.,5.0
339,B01MU9K3XU,R3I1ZFSXM4KM5X,Quality control alert,  Very sad. The entire package appeared to be fine and in the middle of the game we run across a random card that looks like it had tape or something stuck on it. If we try to remove it we will destroy the card. Quality control issue.,3.0
340,B01MU9K3XU,R2QTE2V18SQO4I,Classic board game,  Just what I was looking for just simple classic monopoly at a fair price.  The game arrived as scheduled and was packaged perfectly no dents or dings in original packaging. All the pieces inside were unopened and not damaged. All pieces and instructions were included with regular size playing board.  If your like me and looking for monopoly and not wanting to pay $20 or over this is for you.  Its exactly as I remember however they added the T-Rex token.  Highly recommend,5.0
341,B01MU9K3XU,R3LFDZQ6RRB1X8,A cheaply done edition,"  I was disappointed. This version doesn't include the speed dice, which is very helpful in keeping the game from running too long. But instead of stating that, I guess the company felt that the term ""classic"" is supposed to tell us. How petty! Why not include the speed dice and let people decide if they wish to use it? The houses are tinier than in other sets, and made from a slippery type of plastic, so it's a bit annoying to try to pick them up. They could have provided a much better way to arrange money and deed cards. In short, cheaply and badly done.",2.0
342,B01MU9K3XU,R7O0N7RNJ9FGF,"They have gotten very cheap, not enough pieces.","  Love this classic game, but they cut corners and it shows. I actually bought this as a second game for parts. The money isn't enough to even start the game with 4 players or the bank will almost be out. Also there is not enough houses or hotels to cover the whole board. You only get enough hotels for half the board so when everyone wants to build you can't. They should at least give you enough pieces to play the game. Also the chance and community chest cards are so few you have to reshuffle constantly to play a full game. They cut costs too much to where you constantly feel the lack of components in every manner. I would have bought an older version if it had all the parts. Instead of buying an extra stack of money and houses it was cheaper to just buy two sets.",2.0
343,B01MU9K3XU,R2SLJA42PBXWGH,"A classic game, with only two bad points","  If you're here you know about Monopoly. There are two issues with this version. One, a community chest card that says to throw the cheap paper money in the air and have everyone grab for it... not only will this extend the game by dumping money in once or twice a game, this will also ruin the money very quickly. I removed this card from the set as soon as possible. The second thing is the money tray doesn't allow the money to be seated if the box is closed, so money and cards end up everywhere in the box. get some ziplock lunch bags for money and property cards and you'll be right as rain.",4.0
344,B01MU9K3XU,R99CCFSM85CF6,The good ole days of a heavy duty board and pieces ...,  This set felt cheap.  The good ole days of a heavy duty board and pieces are gone.  I really almost returned it but I realize this is the way games are made today.  This one won't last long.  Just OK.,3.0
345,B01MU9K3XU,R21WR2EQZVRUPQ,8 year old is having fun,  My 8 year old loves this game. We only play until the tide turns and its obvious who is going to have monopoly. That works for him. The game provides the impetus to talk about things we don't normally talk about.,4.0
346,B01MU9K3XU,R1RPS9EF865B0S,"Enjoy playing it, but pieces were small and paper money is thin.","  This is the first monoply game in our family and we really expected it to be classic. At the time when I made the purchase I didn't realize there's UK and US version. But we were happy with the US version we got, as we've been to the states for quite a few times and the name of the streets became familiar to us.The game is very fun, both my 9 years and 12 years old kids outperformed me all the time. We've really spent some good quality family time playing together.The player pieces seemed tailored to our family, I like duck, my younger one likes penguin, my older one likes car, and my husband likes ship. So we have no fight on it.But we do feel that the player piece, the green house, the red hotel and the dice are made too small in size, it's not that comfortable to pick them up, especially my husband who has bigger hands. Also, if the seller could provide a small box to keep those small pieces safe, then we would be more satisfied. After 2 months playing, one dice, 2 player pieces and a few houses were missing and couldn't be found anywhere.For what we can tell, another stuff could be improved is the quality of the money. The paper was very thin, we kind of worried that the money could not last long.It's a good game anyway, no regrets.",3.0
347,B01MU9K3XU,R1Y6POJDJOQKAQ,"Classic game, good learning for kids","  Kids learn the value of investment, and the hard knocks that life can throw at you with this game. They also learn to count money (especially the young ones), and find out that having a hoard of money is not as good as having good investments, and some backup cash in case something bad happens. It is a bunch of fun. It takes quite a bit of time to finish a game. Great for the current epidemic!",5.0
348,B01MU9K3XU,R32P5BZW9YAC9,Cheaply made,  It serves its purpose but its not like the old monopoly game. The property deed cards are the same size as the chance and community chest cards and ate very thin. The money is paper thin and you get less of the lower digit bill's and more of the 500 bills. The board folds in 4 instead of half and luxury tax is 100 instead of 75.00 the pieces are cheaply made metal and the dice and houses are smaller. If you are looking for the traditional monopoly game this is not it. You would be better of going for the nostalgia version. I got this game as a great price and it does serve its purpose but I dont see it lasting very long at all.,3.0
