,asin_id,review_id,review_title,review_description,rating
820,B07QXMJH7L,R1CBV7RJNDJH9O,"
Not as cheaply made as some old favorites
","

  I've purchased several ""old favorite"" games recently, and was always disappointed with the flimsy cheap products I recieved.  This was much better.  The board was thicker and the pieces more significant.  Only time will tell if the inscriptions on the game will hold up.We have an 8 year old that we want to play more games with, and this is one that was super easy for him to learn and fun for everyone.  Best of all, it's the type of game where he will gain tactical skills over time and become more of a challenge.... currently I have to ""throw"" a number of games in order for he and I to have a fairly equal number of ""wins"".  In a couple of years, he may have to be the one to ""throw"" a game or two

",5.0 out of 5 stars
821,B07QXMJH7L,R3FII5N5C6VIZ2,"
It's NOT the original.
","

  I remembered playing Stratego as a kid.  This game has the numbers backwards from how I remember it.  Does it affect the game?  No, just annoying.

",3.0 out of 5 stars
822,B07QXMJH7L,R2O9O9BFWFMC50,"
Excellent strategy game with excellent customer service
","

  My wife always talked about playing Stratego as a kid so I bought this for her birthday present. We played a few games and had a blast. When friends come over, we turn it into a 2v2 and it gets pretty wild when partners try to figure out if we should wait, attack, decide where to move and what we think a piece may be. It leads to fighting but it's all in good fun.There was a small but major problem with 2 of the pieces. One of the blue piece had a scratch on it and the number 10 was a slightly darker shade of red. The red is unnoticeable unless you look really hard, in which you can immediately identify which piece is the 10. I reached out to customer service and showed them a picture. I added a filter to show how the reds differ. Within a few days, they sent two replacement pieces.

",5.0 out of 5 stars
823,B07QXMJH7L,R1VRP2BWSDB1XX,"
The Numbers Are Reversed
","

  A classic - but my friend noted that the numbers are reversed from the old game from the classic game. Good quality and fun to play. Perfect for your stay at home game time.

",4.0 out of 5 stars
824,B07QXMJH7L,R34PIIJ7X6LWUC,"
Great game set!
","

  I picked this up after hearing people talk about it. I never played it before. I really enjoy the game and so does my family. Like the name suggests, it is based on strategy. My 7 year old is able to play though. He may not understand the underlying strategy but you can see his mind working every time he plays. I like that the instructions give alternate ways to play with less pieces.The pieces are sturdy and everything fits easily in the box after use. The only negative is the middle board for blocking sight when setting up pieces is difficult to keep standing.

",5.0 out of 5 stars
825,B07QXMJH7L,R29D13KV6CIKW4,"
11yr old loves it!
","

  My son loves it! It is his new favorite! I love that it’s kind of like chess and requires some thought and strategy to play! Keeps the mind sharp!

",5.0 out of 5 stars
826,B07QXMJH7L,R2IX0HXVU4FMDF,"
My history buff loves it
","

  I’d never played but purchased for the quarantine. It took me about 10 minutes to learn to play- it’s like a more complicated version of Battleship. But more complicated is definitely more fun. One of the better strategy games to play with slightly older kids, and because you can reconfigure it has a lot of replay value.It was well packaged and all the pieces have little numbered slots for easy cleanup and setup.

",5.0 out of 5 stars
827,B07QXMJH7L,R2TAWU4OSTYZXL,"
""Try to win dad""
","

  This game is great! I remember playing this with my siblings as a kid so I thought I'd buy it to see how my kids liked it. Not only the kids, but the wife have been trying to figure out a strategy to beat me since we got it. It's a nightly routine of ""Try to win dad"". Definitely worth the money. Although the numbers on each piece are a little small so my old eyes have to look close to make sure I'm playing right.

",4.0 out of 5 stars
828,B07QXMJH7L,RCKURVEW2JNYT,"
Fun game, pieces are a bit small and cheap.
","

  I played this game growing up and the pieces are much different. This is advertised as ""classic pawns with no stickers!"" though I'm not sure the benefit of not having stickers on the pieces. They are quite small and cheaply made. The board and box seem very well made. It's unfortunate they cut corners on the game pieces. Still 4 stars.

",4.0 out of 5 stars
829,B07QXMJH7L,R3PXRYCU869OVK,"
Game pieces have tiny numbers that are illegible.  Choose a different version.
","

  As a lover of the original Stratego, it was extremely frustrating to open this version and find out that the new pieces are inferior to the original in several respects.  1) the numbers are so tiny that it is impossible to see - especially the white on red.  The printing is very faint as well  2) The cheap round plastic rook like pieces are slippery and fall over easily during gameplay or get turned slightly so that they are exposed to the other player.I have no idea why this company ruined a perfectly good game piece to save just a few bucks.  What a shame.  This set is not worth owning.  Just to make it playable, I had had to print out numbers and then tape them on the pieces with clear tape.  What a huge pain!

",1.0 out of 5 stars
830,B07QXMJH7L,R32BOF0OGZ9IJF,"
Classic game with very nice pieces and decoration.
","

  I have never seen this version of the game before, and it is very handsome and nicely put together. I bought it for my children and they already love it. This version looks a lot better than the one I had as a kid

",5.0 out of 5 stars
831,B07QXMJH7L,RYSC9VHFF9A31,"
Box was badly dented even though shipping box was okay
","

  This arrived with very visible damage to the game box, even though there was no sign of abuse to the shipping box.The contents looked okay, so we decided to keep it rather than return it, since it felt disproportionate to cause the additional environmental impact from shipping and packaging due to something so petty.Still, it was disappointing because we paid for a new item, and this would definitely not have been in good enough shape if we had been planning to give it as a gift.

",2.0 out of 5 stars
832,B07QXMJH7L,RUJ4HI8MVG9XJ,"
Amazing
","

  Había esperado este momento por mucho tiempo.  Fue uno de mis juegos de mesa favoritos desde pequeño y ahora lo vuelvo a tener conmigo.  Sí, hubo un cambio en el orden táctico del juego pero me parece sensato el cambio y no es nada con lo que uno no pueda lidiar.  Excelente compra!

",5.0 out of 5 stars
833,B07QXMJH7L,R3K8BKEIZT08NQ,"
Fun game
","

  This game is easy to learn and fun. You can’t find this in stores anywhere near me so I was happy to find it online for a good price. My husband remembers playing this as a kid and has been looking for it. This is such a great find

",5.0 out of 5 stars
834,B07QXMJH7L,R134CRQ39PUMO9,"
Love it
","

  Just like the original, loved it. The rankings are reversed now (lower number used to trump higher numbers) but it's not a big deal. I do prefer the old wall styled pieces as well but again not a big deal. If you're a fan of the original or looking for a great strategy game that's simple to learn, this is the game.

",5.0 out of 5 stars
835,B07QXMJH7L,R3DVC3CECKP1EZ,"
Great game:
","

  My boyfriend loves this game so much! He had me hunt it down. After ordering from Target and it being out of stock I had no choice but to keep looking for it. Amazon came in handy and it’s a great game and good condition.

",5.0 out of 5 stars
836,B07QXMJH7L,R1UBGR8PFWTOCO,"
The classic game
","

  The only thing to be aware of on this game is that the numbers on the pieces, which as any Stratego players knows are very important, are small.  So, if you need reading glasses, have them handy when it's time to play!

",4.0 out of 5 stars
837,B07QXMJH7L,R3GWHWXLPYYSH2,"
Easy to learn!
","

  A bit different than the original but easy to learn after you play it once you have it down. I do suggest reading the how to play manual to brush up on the new pieces if you are used to the original game.

",5.0 out of 5 stars
838,B07QXMJH7L,R2IO2NQGPATWK2,"
Stratego game board
","

  Kids loved the game.  I think it's a little over priced for what it really is. I purchased this game because of the quarantine and I needed to keep our minds busy.

",5.0 out of 5 stars
839,B07QXMJH7L,R2739ADTS9GHU4,"
One of the best board games
","

  I always loved this game as a kid and now my kid love it too.  This provides less screen time and requires a lot of thought for my 7 and 9 year olds.

",5.0 out of 5 stars
840,B07QXMJH7L,R27LYCZJ1TA2TP,"
great game, uncommon quality
","

  Most board games nowadays are constructed so cheaply that they cannot be expected to last, but i was pleasantly surprised at the quality of this game.  Recommended.

",5.0 out of 5 stars
841,B07QXMJH7L,R2YF6Q9C7KVW60,"
Fun
","

  The game is pretty easy to set up and fun to play. There are a lot of strategies to winning so it doesn't really get boring. This also had nice plastic pieces for both teams.

",5.0 out of 5 stars
842,B07QXMJH7L,R2UH1YNNNN0KRM,"
Nice but a bit pricey
","

  The game has changed since my husband was young.  He enjoyed teaching it to his girls.  Was pricey  for a board game

",5.0 out of 5 stars
843,B07QXMJH7L,R2NEQ7QZTG5TL2,"
Fun and competitive
","

  Really like this game? I like the privacy divider to allow you to make your strategy incognito :) the round type piece do not fall easily and the storage boxes is neat. Very fun and good quality for the price!

",5.0 out of 5 stars
844,B07QXMJH7L,RD6OSPQXON5LT,"
Well constructed
","

  Solid Stratego set. I find that the numbers on the pawns are hard to see from normal distances, but this may just be my eyesight.

",5.0 out of 5 stars
845,B07QXMJH7L,R1W7ZWIUNYA9IB,"
Like they made it back in the old days
","

  For us old guys who remember how things were made when we were growing up, this is great.  Big, sturdy pieces without stickers.  The only difference is the pieces are round, versus rectangular, and the numbers are reversed from the 1970s versions.

",5.0 out of 5 stars
846,B07QXMJH7L,R6AO3QPK5VK2T,"
Great game
","

  A wonderful game that's been around for ages. Love to play with my 8 year old grandson.

",5.0 out of 5 stars
847,B07QXMJH7L,R1ZLH0BORFKOMT,"
Great game, better quality than sets with stickers.
","

  This set has the character emblems embossed and painted on each piece. The game is easy to learn and my seven-year-old son really enjoys it too.

",5.0 out of 5 stars
848,B07QXMJH7L,R1EW31PI363VQ9,"
Christmas gift
","

  We gave this as a Christmas gift, and came as pictured, they loved it!

",5.0 out of 5 stars
849,B07QXMJH7L,R2X8PEDAQDAKZF,"
Great for the kids!
","

  My 2 boys 8 and 10 years old can play this game for hours... excellent game!

",5.0 out of 5 stars
850,B07QXMJH7L,RP286B8A3B4PQ,"
Great strategy game
","

  Fantastic game from my own youth re-done with sturdier pieces and fun backstory.  Highly recommended.

",5.0 out of 5 stars
851,B07QXMJH7L,R2QFFXO2T5YMSA,"
Fun game
","

  Bought to teach and play my kids in the pandemic. Love this game and really fun

",5.0 out of 5 stars
852,B07QXMJH7L,R2CXC2BEZR5361,"
Great game
","

  The product itself is pretty good quality. The game is relatively easy to learn and fun to play.

",5.0 out of 5 stars
853,B07QXMJH7L,R3HSR89W5HN32M,"
“Attack!” “BOOM!!!!”
","

  I grew up playing this game but my fiancé never played this game before. He got it immediately into the first game so it’s very easy to learn. We played several times just the first night because its just so fun!!

",5.0 out of 5 stars
854,B07QXMJH7L,R238UX28DTU6F9,"
Favorite game board to share memory
","

  Great memory. Bought to share with grandchildren  Good board gam to have on hand

",5.0 out of 5 stars
855,B07QXMJH7L,R16Z0O22M5BF8X,"
Very pleased
","

  This is a beautiful version of the classic game. The pieces don't use stickers and the game includes a privacy panel for setting up the pieces. My boys ages 6 and 11 love this game.

",5.0 out of 5 stars
856,B07QXMJH7L,R3PHI03N6JHFW,"
So fun!
","

  I’ve never even heard of this game, but it is so fun!

",5.0 out of 5 stars
857,B07QXMJH7L,R123NLW6D5FI1Q,"
Game stratego
","

  Grandchildren liked the game!

",5.0 out of 5 stars
858,B083YKWBC1,R2UXVT087OVYV7,"
Missing Pieces
","

  I bought this shortly after it came out. I am a huge Disney fan and still have the other Disney Villains Monopoly that came out years ago with clear sticky pieces to put the villains where you want on the board.After seeing the reviews on Amazon, I double checked mine and mine also has blank cards for the vehicles. The set itself also seems cheaper than previous Monopoly versions. The cards themselves are very thin.

",2.0 out of 5 stars
859,B083YKWBC1,R2HT9KZ7YLFNIP,"
Amazing!
","

  Amazing! I am so excited about this game. It has a 45 minute play time and is very simple to play. It has a lot of differences from the regular game and looks a lot more fun. I collect monopoly games and this may be my favorite! The only con, for me, is that all of the characters are metal and I think it would be more fun if they were colorful to match the rest of the game.

",5.0 out of 5 stars
860,B083YKWBC1,R1JMKG2EPA7XUS,"
Boxed Damaged, Looks Fun
","

  The box was very damaged and warped, it looks used. This was meant to be an xmas gift but I had to open it and make sure all items were there. I didn't open the cards to check, im hoping they are all there and no blanks.

",2.0 out of 5 stars
861,B083YKWBC1,R2S5YD9M0UX2F1,"
Wonderful Concept!
","

  I love this so much! It's beautiful and super fun. The only downside is that it came taped on all sides so when I went to remove it part of the box went with it. Otherwise I'm so excited to add this to my collection!

",5.0 out of 5 stars
862,B083YKWBC1,R2ZW89KXV3N4XO,"
Vehicle cards missing.
","

  My Vehicle cards are missing. Instead I received four blank cards.  Wish the board was full size.  Was hoping for more villainous play on the Villain cards.  But pretty colors.

",3.0 out of 5 stars
863,B083YKWBC1,R1NG8YRAJRTEYG,"
best collection
","

  best collection

",5.0 out of 5 stars
864,B083YKWBC1,RTQJLJTS6YUJ8,"
Missing the Most Important Part
","

  When you purchase a board game you expect the gameboard to be in the box. Despite the gameboard being listed as the first item in the box, IT IS NOT THERE!!!!!

",1.0 out of 5 stars
865,B083YKWBC1,R2VH4ELMDI4SOZ,"
Cool missed opportunity
","

  It is cool I love villains but it’s sad it’s not a full board it’s smaller which is dumb because there are plenty of villains to put onto the board I feel it’s a little bit of a let down

",4.0 out of 5 stars
866,B083YKWBC1,R2L4C2O1TVOSEZ,"
damaged Game Box
","

  The game box was damaged and I was very unhappy with the condition of the box, as I collect Monopoly games.

",1.0 out of 5 stars
867,B083YKWBC1,R1OWQK2TW59L2T,"
Nice game
","

  I really liked it, it was fun. Only complain is that money is cheap it’s made out of cardboard and rips when you take it out of the sheet.

",5.0 out of 5 stars
868,B083YKWBC1,R27Q9JQY2WGAV4,"
damaged
","

  Bought this as a gift and box came damaged ( smashed).

",1.0 out of 5 stars
869,B086B7QPTB,R220D1OKUBIVVX,"
Great for Marvel fans but just misses the mark as a great villainous game.
","

  This was a HUGE step down in quality from the other villainous games/expansions. The villian pieces have almost a plastic dollar store feel to them. The villian boards are also designed so differently this time around with the villian artwork being on both sides of the play board (the other side is the special ability space) and what seems like a cheaper cardboard than what was used for printing in the past. The game play still holds up and you can tell their heart was in the right place with this one but it just missed the mark as a great rendition of an already solid game. If you're a Marvel fan this is a great game to have but as an extra addition to your Villainous collection, Just know you're getting into a very different game than the others.

",3.0 out of 5 stars
870,B086B7QPTB,R2EO3ZQYPIDGTC,"
Did they play test this? 1v1 unplayable
","

  I don't really care about some of the build quality complaints you'll see in other reviews, it's fine. Maybe not as polished as the others but it doesn't effect game play.I've played twice so far. Once with Ultron vs. Hella. Ultron won pretty easily but Hela did manage to put a few points on the board. Then I played Thanos vs. Hela and Hela got absolutely stomped. We had to stop playing, I had 3/6 infinity stones and Hela was no where near accomplishing any portion of her objective. Maybe it works with more players but one on one just isn't fun.The instructions are also vague in a few cases. The worst example is Thanos' ability to attack allies in other people's realms. No where does it tell you where to put Thanos' allies. Do they go in the Hero slot? Do they go on the bottom with the other villains allies? No clue. Putting them on the top makes Thanos even more unstoppable.I'd love if the publishers read this review and somehow fixed this. I was so excited to play it.

",2.0 out of 5 stars
871,B086B7QPTB,R1UMEGJ86W6Y1N,"
As a collector with the Original set I'm disappointed.
","

  I very rarely leave reviews on products I purchase because I'm a bad a consumer of products, but I'll make an exception for this.Villainous is a great board game that is super easy to learn with a decent skill ceiling to offer a little for everyone. That being said, for a collector the ORIGINAL sets are very high quality and great pieces for any collection. The character pieces are cast in a clear plastic with a satisfying weight to them, the game boards are a nice thick board, and the plastic well for the game pieces are in the center is a solid color plastic center piece that looks nice. MARVEL Villainous does not hold up to this standard. The character pieces are still unique models that are nice to look at, but they are light, hollow, and do not hold up to the originals. The boards do not hold up to the original with the way they fold, and the thick/quality of the board they used for it is less than the original. The center dome is a clear plastic flimsy garbage that is disgraceful compared to the original.The only things that hold up to the original so far are the new fate ""EVENTS"" that are printed on a nice thick cardboard, and the original art that is always appreciated. I do like Villainous quite a bit, but I will say that I'm unsure if I will collect all the additional versions of the MARVEL Villainous in the same way I collected the original Disney Villainous so far due to the change in quality of pieces. As a collector it bothers me a bit more, but in terms of a fun game I'd say it's still great. If you like Marvel check it out, if you want a better looking set I'd say go for the original. Either way Villainous is one of my favorite games to play with friends because of the simplicity and how nice the set looks.EDIT: As a follow up. The game plays as good if not better than the original set. Characters feel like they ramp up in a more satisfying way and heavily interact even though things like ""condition"" cards have been removed from the decks. The single Fate deck that is drawn from is a fantastic idea that gives me ""Marvel Champions"" vibes. Thanos is one of the best designed characters, but is not new player friendly due to his seemingly infinite unique rules that aren't heavily outlined in the rule book.

",3.0 out of 5 stars
872,B086B7QPTB,R35SU4GLP282PR,"
If I could snap my fingers, I'd make this a good game.
","

  My partner and I are huge fans of the Villainous series.  I personally was stoked when they announced there was going to be a Marvel version of the game.  I will say my disappointment.....was very apparent after playing a few games.The good: the villains do have a great theme to them.  Thanos and seeking out his stones, for instance, is a blast theme wise.  It is also fun to see some of my favorite Marvel personalities come into play.The bad: Whew.  Where to start.  First and foremost, this game is NOT good in a 1v1 setting.  The fate mechanic in Disney was used a bit of a catch up mechanic, which I think is missing in Marvel.  The shared fate pool is great in theory, but the execution is lacking.  Not every villain's fate cards do much to stop other villains in the same manner.  There is the added effect of drawing fate cards on your turn that can allow you to dodge the bullets that would stop you.  It's a mess.  I would have much preferred fate cards that hit everyone just as well with a kicker if assigned to a certain villain.The rules are very inconsistent and messy as well.  There are a number of interactions (see Taskmaster and Killmonger's Rook for example).  There is a need for bolding words that are actions vs using that word in a sentence later on.  Overall, you can tell that the Covid crisis really played a part in the quality control of the rules.  Plus, it seems like it is a race to see who can turbo fate their opponents, at least in 1v1, the quickest to win.  In the games I have played or watched, that is who usually wins.I really wanted to like this game as I am THE target audience for it.  As is, I will not be buying future expansions and will only be playing the game at someone else's request.  If we have too many, I will be the first to volunteer to sit out as I do not want to participate in the head scratching of rules questions.  I wish the best of luck to this line, but as is, I cannot recommend it and will actively talk my friends out of buying it.

",2.0 out of 5 stars
873,B086B7QPTB,R3APUS4R4W514H,"
Same game, different feel
","

  The gameplay is fun, as always; however, there a few things that are preventing me from giving a higher rating.1. Noticeable decline in game piece quality. One thing I’ve loved about the Disney Villainous series up to this point is the creative game pieces and overall high quality of the cards, artwork, boards, etc. As soon as I opened the Marvel box, I could tell something was different. The game pieces have a metallic look and are lighter, cheaper plastic. The cards are thin and stick together more than I remember with previous expansions (highly recommend getting card sleeves). Even the character booklets feel different.2. The choice to not make it compatible with the Disney line. I’m sure since many of the mechanics are the same that someone online will figure out a good way to play with both sets, but it is a bit of a bummer that the company went that route. Disney owns both properties, so it would’ve been fun to have matchups like Ultron vs Ursula.3. Repeat cards. Seems like there are fewer unique cards in each deck (this could be a misunderstanding on my part). Not a huge deal as the new twist on the fate deck and the introduction of events keeps things interesting but it just adds to the overall sense that this was more rushed/cheaply produced than some of the others in the villainous series.Overall, if you are already a fan of the Villainous series (or Marvel), you will find plenty to enjoy in this release. The above is mostly nitpicks because I am a big fan of the series, overall. As with previous installments, there are new ideas in play that keep things fresh and engaging. I do like how players are no longer isolated in their own boards and the twist on the fate deck is a great addition.

",3.0 out of 5 stars
874,B086B7QPTB,R2SRM6AMKKWVQ0,"
Great game but damaged
","

  I was so exited when this arrived early. Villanous is a great series of games. This version is no less so. It plays well and should be a lot of fun. Unfortunately the Thanos playmat came damaged. Had to put it back together with some craft glue but it will always be flimsy now. That one delicate part that will always make me wary of playing it incase it rips and is destroyed beyond my repair.

",3.0 out of 5 stars
875,B086B7QPTB,R1BJMMIS4KQ7E7,"
Cheap & Incompatible
","

  I am a huge fan of Villainous; however, this game misses the mark.The components are cheaply made and are a significant downgrade from the original and subsequent expansions.It is also hugely disappointing that the game is not compatible with the previous releases. I would have loved to have Hela go head to head with Hades, or see Ultron versus Ursula, but alas, the world will never know. They also needlessly changed certain terminology, symbology, and mechanics that does not add to the gameplay or theme.It ultimately feels like a cash grab from Disney. Take a successful game, slap a popular IP on it, and make it incompatible with the others (so people are forced to pay for essentially the same game twice).That said, this game is still fun and adds new features that take Villainous to the next level.But the downgraded components, needless terminology and mechanic changes, and incompatibility with other Villainous games take a 5-star game down to 3-stars.

",3.0 out of 5 stars
876,B086B7QPTB,RTEXA3C1VHJFL,"
Asymmetric Marvel Fun
","

  It's a great asymmetric game and perfect twist on the Villainous games. The shared fate decks make sense since all villains are in the same universe. It may not be the easiest game to learn but if you have any interest in strategy games you'll learn this perfectly.Definitely worth buying if you're a marvel fan and into asymmetric games.

",5.0 out of 5 stars
877,B086B7QPTB,R2HFNWE9ZNJ3NI,"
Disappointed, Ravensburger didn't take time to test and correct typos before release
","

  Disappointed with the game. I loved Disney Villainous and have all the expansions and assumed that the Marvel Villainous would also be of the same quality, but I was quite disappointed.Firstly, the quality of the components are a big step down compared to the disney version. The player tokens feel light and made of cheap plastic compared to Disney. See pictures.The cardboard token vault is also cheap.As for the cards themselves, the creators didn't proof read them before sending them out. There are quite a few misprints and visual errors. For example there is a Random 0 cost symbol on the power stone that should not be there. There is also a typo on Thanos’ “Taste of cosmic power” card. See pictures. There are 2 that are considered items and the third is considered an effect. Which one should it be? The texts reads more like an effect. But 2/3 are items???As for the rule book. Many of the rules are vague and left to interpretation. For example Killmonger’s “explosives” card. When and How do you “remove”. Why not just say discard?As for the balance of the game, the creators should have play tested more. It is way too easy to win with Taskmaster and Hela. There should be a way to destroy or limit the power of the “Training Dummy” or it gets too easy.Won with Taskmaster vs Ultron 3 times in around 15 minutes per game. Hela vs Ultron was competitive but also easy for Hela.All in all, I was excited about the game but feel that Ravensburger were too quick to release it and didn’t take the time needed to perfect the game as they did with Disney.

",2.0 out of 5 stars
878,B086B7QPTB,R3NRKQBSW05008,"
Really disappointed.
","

  I feel like having owned, played and loved all the prior Disney Villainous games/expansions I was excited to have another to add to our game collection. The quality on this product sucked. Not only are their errors on some of the cards but the plastic character tokens looked and feel like cheap substitutes.The playing decks are made out of a paper cardboard that sticks and virtually makes the cards impossible to shuffle.We made a lot of ‘interpretations’ while playing Disney Villainous but usually could enjoy it. This Marvel version probably could have used a few more play tests before they released it.Personally I would not recommend people purchasing this at full price. The quality is miles lower than the predecessors.

",2.0 out of 5 stars
879,B086B7QPTB,R2LEMQ1FKMBHI3,"
DOESN’T work with other Villainous games!
","

  As a fan of the original Disney Villainous games, we were quite excited to try out the latest installment in the series .... only to find out this isn’t IN the series ...Marvel Villainous May share some mechanics with Disney Villainous - but it is a completely separate game that can’t be played with the other Villainous games ... something that should have been made very clear both on the packaging and web pages - but was “conveniently” left off.This game also adds levels of complexity to the Villainous games that make it, in our opinion, a lot less fun.  Part of what we loved about DV was that while each villain played a little different, the overall game was relatively easy to pick up - you didn’t have to spend a long time explaining things to new players.  MV is a lot more complex - and while some may see that as a positive, I do not.  If you’re playing with first time players, it will be very difficult to jump into the advanced rules.Finally, this game is a LOT more PvP than the DV games ... DV was mostly PvE with a small amount of PvP thrown in ... it meant players never really felt targeted even by fate actions, as they were playing against their unique win conditions.  MV is designed to put players against each other to achieve their win condition ... making this a far different experience than DV.Finally, the rules themselves are incredibly complex, and not well explained - lacking even a FAQ and expanded guide on the website.In the end it’s not a BAD game - the elements are there.  But it’s not the game we thought we were getting - not only in the lack of compatibility, but in the very play style.  Perhaps a different name should have been chosen.

",3.0 out of 5 stars
880,B086B7QPTB,R2KOW18M1J5BBK,"
Not an Expansion
","

  This game is very similar to, but NOT an expansion of, the Disney Villainous game. The villain pieces are hard plastic instead of soft plastic and a few game mechanics are changed, but my ""uninitiated"" (board game noobs) friends like this one substantially more than the Disney Version. Lots of fun and more interactive than the Disney game.

",5.0 out of 5 stars
881,B086B7QPTB,R3COWL2G9RZJFT,"
Unnecessarily confusing, but generally enjoyable addition to Villainous line for experienced players
","

  Overall, I’m happy that I purchased this game, but it will not be pulled out as often as the Disney versions are in my house. I don’t have any issues with the quality of the game like prior reviewers, with one exception - the common fate deck cards are just slightly thicker than the individual villain fate decks which makes them difficult to shuffle. My concerns are primarily with the game play. To give context, my sister and I are both avid Disney Villainous fans and have played all of the expansions more times than we can count  - it’s one of our favorite games. I’m writing this review after playing every possible character combination in a 2 player game at the easy and medium levels. Here are my thoughts:1. Instructions are not clear for several game mechanics, but particularly for Ultron. There’s no guidance on how to meet his objectives and it is not intuitive. We finally figured it out by watching a play through on Ravensburgers YouTube channel and searching forums. We had to do that WAY too many times when first playing the characters. We probably would have been fairly confused and given up if we hadn’t been so well versed in Disney Villainous.2. There’s no real “match” for Thanos. Whoever plays him will likely win. The closest we’ve gotten to defeating him was during a three hour match between him and Taskmaster - and he still won.3. One game between two people took THREE HOURS!!! Granted, it was a bit of an anomaly in our experience, but this wasn’t even at the hardest level. At points, I just wanted to be defeated so we could finally end the game. We have not yet worked up the stamina for the “undying” level...and may never do so.4. On the plus side, we LOVE the concept of the common fate deck and events. Unfortunately, way too often, fate is not in our favor and we pull cards not intended for the person being fated. This makes it possible for luck to heavily influence the game - much more so than in the Disney versions.5. The objectives of each character have varying levels of interest. My sister and I both agreed on this ranking of how fun each character was to play: 1. Thanos, 2. Hela, 3. Taskmaster, 4. Kilmonger, 5. Ultron. We felt there was some “magic” missing in some of these initial characters, particularly Kilmonger and Ultron.Final note: as I said above, we don’t regret purchasing the game - it does add some unique elements to the Villainous premise that we really enjoyed. However, we would only recommend to experienced players who have already played Disney Villainous due to the vagueness of the rules. We would also recommend, to even out the characters, that the least experienced person plays Thanos. I feel like there is a lot of potential in this version of the game, and I hope Ravensburger takes player feedback into account in any additional expansions.P.S. We desperately want a Harry Potter Villainous, though we recognize the challenges in doing so with only a few options for “villains”. We have ideas on how to do so! :)

",4.0 out of 5 stars
882,B086B7QPTB,RYI03PC7KA0JH,"
Fantastic Game
","

  I’m in love with the Villainous Games, and the Marvel edition is no exception. Contained in its own universe, rather than an expansion, this one comes with features unique to the Marvel universe. They have even made different ways, or levels, for many different ways to play. This is a game that gets different every time you play it, and varies with the amount of people playing. A bonus thing is that it doesn’t get boring when only two people are playing. Love this game!

",5.0 out of 5 stars
883,B086B7QPTB,RIPGP5KWU75OL,"
Cheaply made and arrived damaged
","

  As an owner or every version of the Villianous series, I was very excited to add this to my collection.The box arrived, we excitedly opened it only to find one of the pieces already broken. It can be repaired with some glue, but its still a shame.This product is advertised as ""High Quality"" but this is considerably lacking compared to its counterparts. The plastic is very thin and flimsy and will probably all be broken very soon. A complete 180 from the previous versions where the pieces feel solid with a comfortable and reassuring weight to them.Not what I expected for the price point or from the developers. I was definitely disappointed in the overall quality.

",2.0 out of 5 stars
884,B086B7QPTB,R3PP2H4F0IZH9Q,"
Disappointing quality.
","

  I am fan of the original Villainous and enjoy it a lot. Mostly for its art and the quality of the pieces.Unfortunately, I can’t say the same for this version.Both art and quality felt like a downgrade from the original version. This being most notable in the movers. The material that is built with feels very cheap and instead of being inspired by what represents the character, It directly portrays the character. It does not hinder the gameplay but it feels disappointing compared to the Disney version.I have only played the game once 1v1. It felt very unbalanced but it was nice nonetheless.

",4.0 out of 5 stars
885,B086B7QPTB,R3PXIGTHDJPWZD,"
Game night pick
","

  Loved this game. Loved all the original expansion pack that came before it. The only thing I wish that would have been different is if they made more of distinction that this is much different from the version that comes before it. Also they need to do a better job with the rules book. I recommend watching a YouTube how to video when you get stuck.

",4.0 out of 5 stars
886,B086B7QPTB,R2HDL1PIVSZHXW,"
Incomplete product.
","

  This game is functionally incomplete, there are massive holes in the rules and gameplay that effectively require the owner to write some new rules to make the game functional and prevent certain characters from being OP. On top of the character pieces, I would compare them to a McDonald's Kids Meal toy. Poor quality with relatively little creativity to their abstract design. Unlike the character pieces from Disney villainous which are quite nice and heavy duty. It feels like this game was rushed out just to make money.

",2.0 out of 5 stars
887,B086B7QPTB,R39RQQ7R82BB60,"
Enjoyable,but not same quality
","

  My kids (especially my 9-14 year-olds) love playing this game. They have several versions of Villainous now and like to mesh them all together into one giant game. Ha! This particular version IS flimsier, as others have mentioned. One of our characters already broke, hence the 4 stars instead of 5.

",4.0 out of 5 stars
888,B086B7QPTB,R1MLRM1E3LP3HQ,"
the improved version of disney villainous.
","

  This game i feel is the improved version of disney villainous. There are key differences between this and disney villainous but they're not complicated. I was disappointed with the thickness of the cards so I had to sleeve mine up but they are about the same as disney villainous. I really hope to see more expansion for this especially with all the new marvel movies coming out.

",5.0 out of 5 stars
889,B086B7QPTB,R1LWJ9PPO4U46G,"
Cheapest game pieces out of all the expansions
","

  Unlock all the other Villainous games, this was my most anticipated one yet. Huge fan of marvel and was looking forward to playing this expansion. That being said, the game pieces, unlike all the other expansion, are made with a cheap plastic compared to the others that are almost like a waxy material. My Hela game pieces cap and body are separated from each other during the unboxing. Haven’t even started using them yet and I’m not as excited anymore.

",2.0 out of 5 stars
890,B086B7QPTB,R1M8X5E95PY36A,"
Learning curve!
","

  We have every other Villainous and I guess I was expecting this to be the same of game play but it’s a whole new game. It’s fun once you’ve played and studied the instructions religiously. I still prefer the other packs to this one, but a true marvel fan will enjoy

",4.0 out of 5 stars
